expnum,date,ra,dec,exptime,band,tag,object
273687,2014/1/13 02:47:13,2:06:17.04,-40:30:19.6,90.0,i,Y1N_FIRSTCUT,DES survey hex 326-410 tiling 2
273688,2014/1/13 02:49:11,2:04:34.77,-42:32:07.3,90.0,i,Y1N_FIRSTCUT,DES survey hex 322-430 tiling 2
273689,2014/1/13 02:51:16,2:22:03.20,-42:32:07.8,90.0,i,Y1N_FIRSTCUT,DES survey hex 366-430 tiling 2
273690,2014/1/13 02:53:38,2:57:03.70,-40:30:20.7,90.0,i,Y1N_FIRSTCUT,DES survey hex 453-410 tiling 2
273691,2014/1/13 02:56:03,2:56:35.00,-52:40:48.0,90.0,z,Y1N_FIRSTCUT,DES survey hex 454-532 tiling 2
273692,2014/1/13 02:58:35,4:00:26.39,-52:40:48.7,90.0,i,Y1N_FIRSTCUT,DES survey hex 614-532 tiling 2
273693,2014/1/13 03:01:32,3:33:26.58,-27:19:03.1,90.0,z,Y1N_FIRSTCUT,DES survey hex 542-278 tiling 2
273694,2014/1/13 03:04:03,2:35:39.98,-27:19:02.2,90.0,z,Y1N_FIRSTCUT,DES survey hex 398-278 tiling 2
273696,2014/1/13 03:07:16,2:36:04.70,-25:17:17.4,90.0,z,Y1N_FIRSTCUT,DES survey hex 399-258 tiling 2
273698,2014/1/13 03:10:28,2:43:18.22,-24:16:25.9,90.0,z,Y1N_FIRSTCUT,DES survey hex 417-247 tiling 2
273700,2014/1/13 03:13:40,2:43:32.72,-22:14:42.2,90.0,z,Y1N_FIRSTCUT,DES survey hex 417-227 tiling 2
273701,2014/1/13 03:15:39,2:50:31.93,-21:13:49.3,90.0,z,Y1N_FIRSTCUT,DES survey hex 435-217 tiling 2
273703,2014/1/13 03:18:53,2:57:25.14,-20:12:57.2,90.0,z,Y1N_FIRSTCUT,DES survey hex 452-207 tiling 2
273705,2014/1/13 03:22:07,3:04:12.81,-19:12:05.2,90.0,z,Y1N_FIRSTCUT,DES survey hex 469-197 tiling 2
273707,2014/1/13 03:25:22,2:57:23.85,-22:14:44.1,90.0,z,Y1N_FIRSTCUT,DES survey hex 452-227 tiling 2
273709,2014/1/13 03:28:37,3:04:17.12,-21:13:49.7,90.0,z,Y1N_FIRSTCUT,DES survey hex 469-217 tiling 2
273711,2014/1/13 03:31:52,3:11:04.66,-20:12:57.4,90.0,z,Y1N_FIRSTCUT,DES survey hex 486-207 tiling 2
273713,2014/1/13 03:35:05,3:17:47.06,-19:12:05.1,90.0,z,Y1N_FIRSTCUT,DES survey hex 503-197 tiling 2
273715,2014/1/13 03:38:19,3:17:33.52,-17:10:20.8,90.0,z,Y1N_FIRSTCUT,DES survey hex 502-176 tiling 2
273716,2014/1/13 03:40:20,3:24:07.54,-16:09:29.8,90.0,z,Y1N_FIRSTCUT,DES survey hex 518-166 tiling 2
273718,2014/1/13 03:43:32,3:30:37.84,-15:08:36.4,90.0,z,Y1N_FIRSTCUT,DES survey hex 535-156 tiling 2
273720,2014/1/13 03:46:44,3:37:04.87,-14:07:44.3,90.0,z,Y1N_FIRSTCUT,DES survey hex 551-146 tiling 2
273722,2014/1/13 03:49:57,3:43:29.11,-13:06:52.2,90.0,z,Y1N_FIRSTCUT,DES survey hex 567-136 tiling 2
273724,2014/1/13 03:53:11,3:37:27.65,-16:09:32.0,90.0,z,Y1N_FIRSTCUT,DES survey hex 552-166 tiling 2
273725,2014/1/13 03:55:11,3:43:53.93,-15:08:36.5,90.0,z,Y1N_FIRSTCUT,DES survey hex 568-156 tiling 2
273727,2014/1/13 03:58:24,3:50:17.21,-14:07:44.4,90.0,z,Y1N_FIRSTCUT,DES survey hex 584-146 tiling 2
273729,2014/1/13 04:01:37,3:44:22.61,-17:10:23.4,90.0,z,Y1N_FIRSTCUT,DES survey hex 569-176 tiling 2
273731,2014/1/13 04:04:52,3:50:47.85,-16:09:28.8,90.0,z,Y1N_FIRSTCUT,DES survey hex 585-166 tiling 2
273732,2014/1/13 04:06:51,3:58:33.25,-16:09:31.9,90.0,z,Y1N_FIRSTCUT,DES survey hex 604-166 tiling 2
273734,2014/1/13 04:10:03,3:59:13.50,-14:07:45.4,90.0,z,Y1N_FIRSTCUT,DES survey hex 606-146 tiling 2
273736,2014/1/13 04:13:16,4:05:32.17,-15:08:40.9,90.0,z,Y1N_FIRSTCUT,DES survey hex 622-156 tiling 2
273738,2014/1/13 04:16:29,3:57:47.14,-17:10:23.3,90.0,z,Y1N_FIRSTCUT,DES survey hex 602-176 tiling 2
273739,2014/1/13 04:18:28,4:04:53.17,-17:10:24.0,90.0,z,Y1N_FIRSTCUT,DES survey hex 620-176 tiling 2
273741,2014/1/13 04:21:40,4:11:53.40,-16:09:28.9,90.0,z,Y1N_FIRSTCUT,DES survey hex 638-166 tiling 2
273743,2014/1/13 04:24:54,4:04:08.49,-19:12:07.5,90.0,z,Y1N_FIRSTCUT,DES survey hex 618-197 tiling 2
273745,2014/1/13 04:28:08,4:11:16.19,-18:11:12.9,90.0,z,Y1N_FIRSTCUT,DES survey hex 636-187 tiling 2
273747,2014/1/13 04:31:23,4:18:17.69,-17:10:21.2,90.0,z,Y1N_FIRSTCUT,DES survey hex 654-176 tiling 2
273749,2014/1/13 04:34:36,4:10:33.75,-20:12:59.7,90.0,z,Y1N_FIRSTCUT,DES survey hex 635-207 tiling 2
273750,2014/1/13 04:36:35,4:17:42.76,-19:12:05.3,90.0,z,Y1N_FIRSTCUT,DES survey hex 652-197 tiling 2
274005,2014/1/14 01:06:28,0:40:39.32,-41:31:15.1,90.0,z,Y1N_FIRSTCUT,DES survey hex 112-420 tiling 2
274007,2014/1/14 01:09:42,0:40:18.26,-43:32:58.1,90.0,z,Y1N_FIRSTCUT,DES survey hex 111-440 tiling 2
274009,2014/1/14 01:12:56,0:49:09.28,-44:33:52.0,90.0,z,Y1N_FIRSTCUT,DES survey hex 134-450 tiling 2
274011,2014/1/14 01:16:15,1:07:14.24,-44:33:52.2,90.0,z,Y1N_FIRSTCUT,DES survey hex 179-450 tiling 2
274012,2014/1/14 01:18:26,0:39:28.59,-47:36:28.1,90.0,z,Y1N_FIRSTCUT,DES survey hex 110-481 tiling 2
274013,2014/1/14 01:20:24,0:38:59.54,-49:38:11.4,90.0,z,Y1N_FIRSTCUT,DES survey hex 109-501 tiling 2
274014,2014/1/14 01:22:31,0:58:55.00,-49:38:09.9,90.0,z,Y1N_FIRSTCUT,DES survey hex 159-501 tiling 2
274016,2014/1/14 01:26:05,1:01:12.12,-59:46:53.1,90.0,z,Y1N_FIRSTCUT,DES survey hex 168-603 tiling 2
274018,2014/1/14 01:29:34,1:38:22.52,-58:45:57.4,90.0,z,Y1N_FIRSTCUT,DES survey hex 261-592 tiling 2
274020,2014/1/14 01:32:46,1:35:44.83,-56:44:14.4,90.0,z,Y1N_FIRSTCUT,DES survey hex 253-572 tiling 2
274022,2014/1/14 01:36:22,1:16:44.21,-45:34:40.3,90.0,z,Y1N_FIRSTCUT,DES survey hex 203-461 tiling 2
274024,2014/1/14 01:39:37,1:15:50.66,-43:32:56.0,90.0,z,Y1N_FIRSTCUT,DES survey hex 200-440 tiling 2
274026,2014/1/14 01:42:59,1:15:02.49,-41:31:14.7,90.0,z,Y1N_FIRSTCUT,DES survey hex 198-420 tiling 2
274034,2014/1/14 01:54:14,1:32:14.06,-41:31:14.6,90.0,z,Y1N_FIRSTCUT,DES survey hex 241-420 tiling 2
274043,2014/1/14 02:10:10,1:24:10.14,-42:32:06.9,90.0,z,Y1N_FIRSTCUT,DES survey hex 221-430 tiling 2
274044,2014/1/14 02:12:49,1:46:02.59,-55:43:22.5,90.0,z,Y1N_FIRSTCUT,DES survey hex 279-562 tiling 2
274045,2014/1/14 02:14:58,2:02:51.12,-60:47:44.6,90.0,z,Y1N_FIRSTCUT,DES survey hex 323-613 tiling 2
274047,2014/1/14 02:18:22,2:27:22.84,-62:49:30.5,90.0,z,Y1N_FIRSTCUT,DES survey hex 385-633 tiling 2
274049,2014/1/14 02:21:59,2:39:32.14,-65:52:04.7,90.0,z,Y1N_FIRSTCUT,DES survey hex 418-663 tiling 2
274050,2014/1/14 02:25:32,1:51:43.12,-59:46:50.1,90.0,z,Y1N_FIRSTCUT,DES survey hex 295-603 tiling 2
274052,2014/1/14 02:28:54,2:11:29.39,-63:50:20.5,90.0,z,Y1N_FIRSTCUT,DES survey hex 346-643 tiling 2
274053,2014/1/14 02:30:56,2:24:58.65,-64:51:14.4,90.0,z,Y1N_FIRSTCUT,DES survey hex 380-653 tiling 2
274055,2014/1/14 02:34:23,2:55:18.90,-66:52:58.9,90.0,z,Y1N_FIRSTCUT,DES survey hex 458-674 tiling 2
274058,2014/1/14 02:39:02,2:14:42.57,-61:48:34.7,90.0,z,Y1N_FIRSTCUT,DES survey hex 353-623 tiling 2
274059,2014/1/14 02:41:12,2:42:11.03,-61:48:37.2,90.0,z,Y1N_FIRSTCUT,DES survey hex 422-623 tiling 2
274061,2014/1/14 02:44:39,2:55:35.22,-64:51:14.4,90.0,z,Y1N_FIRSTCUT,DES survey hex 457-653 tiling 2
274063,2014/1/14 02:47:55,2:40:58.05,-63:50:18.2,90.0,z,Y1N_FIRSTCUT,DES survey hex 420-643 tiling 2
274065,2014/1/14 02:51:22,3:11:22.71,-65:52:06.7,90.0,z,Y1N_FIRSTCUT,DES survey hex 497-663 tiling 2
274067,2014/1/14 02:54:37,2:55:49.04,-62:49:26.7,90.0,z,Y1N_FIRSTCUT,DES survey hex 456-633 tiling 2
274068,2014/1/14 02:56:45,2:29:26.43,-60:47:44.1,90.0,z,Y1N_FIRSTCUT,DES survey hex 389-613 tiling 2
274070,2014/1/14 03:00:18,3:10:26.64,-63:50:19.5,90.0,z,Y1N_FIRSTCUT,DES survey hex 494-643 tiling 2
274073,2014/1/14 03:04:53,2:56:00.91,-60:47:42.8,90.0,z,Y1N_FIRSTCUT,DES survey hex 456-613 tiling 2
274075,2014/1/14 03:08:12,3:09:39.44,-61:48:38.1,90.0,z,Y1N_FIRSTCUT,DES survey hex 490-623 tiling 2
274077,2014/1/14 03:11:49,3:28:30.24,-66:52:55.9,90.0,z,Y1N_FIRSTCUT,DES survey hex 541-674 tiling 2
274079,2014/1/14 03:15:11,3:26:11.86,-64:51:11.8,90.0,z,Y1N_FIRSTCUT,DES survey hex 534-653 tiling 2
274083,2014/1/14 03:21:19,3:37:08.76,-61:48:35.6,90.0,z,Y1N_FIRSTCUT,DES survey hex 559-623 tiling 2
274084,2014/1/14 03:23:21,3:22:35.82,-60:47:41.9,90.0,z,Y1N_FIRSTCUT,DES survey hex 522-613 tiling 2
274085,2014/1/14 03:25:26,3:39:55.54,-63:50:21.3,90.0,z,Y1N_FIRSTCUT,DES survey hex 567-643 tiling 2
274086,2014/1/14 03:27:39,4:02:08.80,-64:51:12.4,90.0,z,Y1N_FIRSTCUT,DES survey hex 623-653 tiling 2
274088,2014/1/14 03:30:59,3:52:41.43,-62:49:27.9,90.0,z,Y1N_FIRSTCUT,DES survey hex 599-633 tiling 2
274089,2014/1/14 03:32:59,3:56:48.45,-64:51:13.0,90.0,z,Y1N_FIRSTCUT,DES survey hex 610-653 tiling 2
274090,2014/1/14 03:35:09,4:15:28.40,-65:52:04.7,90.0,z,Y1N_FIRSTCUT,DES survey hex 657-663 tiling 2
274092,2014/1/14 03:38:28,3:55:00.92,-61:48:34.6,90.0,z,Y1N_FIRSTCUT,DES survey hex 604-623 tiling 2
274093,2014/1/14 03:40:29,4:06:43.52,-62:49:29.8,90.0,z,Y1N_FIRSTCUT,DES survey hex 634-633 tiling 2
274094,2014/1/14 03:42:31,3:49:10.74,-60:47:41.7,90.0,z,Y1N_FIRSTCUT,DES survey hex 589-613 tiling 2
274097,2014/1/14 03:48:07,3:21:26.60,-37:27:46.8,90.0,z,Y1N_FIRSTCUT,DES survey hex 513-379 tiling 2
274099,2014/1/14 03:51:21,3:13:32.79,-38:28:36.2,90.0,z,Y1N_FIRSTCUT,DES survey hex 494-390 tiling 2
274100,2014/1/14 03:53:20,3:13:08.91,-36:26:51.1,90.0,z,Y1N_FIRSTCUT,DES survey hex 492-369 tiling 2
274102,2014/1/14 03:56:33,3:20:51.08,-35:25:59.2,90.0,z,Y1N_FIRSTCUT,DES survey hex 512-359 tiling 2
274105,2014/1/14 04:01:02,3:22:05.83,-39:29:30.1,90.0,z,Y1N_FIRSTCUT,DES survey hex 515-400 tiling 2
274110,2014/1/14 04:08:01,3:43:56.67,-34:25:06.8,90.0,z,Y1N_FIRSTCUT,DES survey hex 569-349 tiling 2
274113,2014/1/14 04:12:35,3:56:48.67,-30:21:41.7,90.0,z,Y1N_FIRSTCUT,DES survey hex 601-308 tiling 2
274114,2014/1/14 04:14:35,4:05:32.37,-30:21:41.8,90.0,z,Y1N_FIRSTCUT,DES survey hex 623-308 tiling 2
275241,2014/1/18 01:01:49,2:44:47.21,-0:59:34.5,175.0,g,Y1N_FIRSTCUT,DES supernova hex SN-S2 tiling 20
275242,2014/1/18 01:05:14,2:44:47.21,-0:59:34.6,150.0,r,Y1N_FIRSTCUT,DES supernova hex SN-S2 tiling 20
275243,2014/1/18 01:08:14,2:44:47.20,-0:59:34.5,200.0,i,Y1N_FIRSTCUT,DES supernova hex SN-S2 tiling 20
275244,2014/1/18 01:12:03,2:44:47.22,-0:59:34.6,200.0,z,Y1N_FIRSTCUT,DES supernova hex SN-S2 tiling 21
275245,2014/1/18 01:15:53,2:44:47.12,-0:59:39.4,200.0,z,Y1N_FIRSTCUT,DES supernova hex SN-S2 tiling 22
275247,2014/1/18 01:23:06,0:37:58.81,-43:59:51.2,175.0,g,Y1N_FIRSTCUT,DES supernova hex SN-E2 tiling 20
275248,2014/1/18 01:26:31,0:37:58.80,-43:59:51.2,150.0,r,Y1N_FIRSTCUT,DES supernova hex SN-E2 tiling 20
275249,2014/1/18 01:29:31,0:37:58.81,-43:59:51.2,200.0,i,Y1N_FIRSTCUT,DES supernova hex SN-E2 tiling 20
275250,2014/1/18 01:33:20,0:37:58.82,-43:59:51.2,200.0,z,Y1N_FIRSTCUT,DES supernova hex SN-E2 tiling 21
275251,2014/1/18 01:37:10,0:37:58.68,-43:59:55.9,200.0,z,Y1N_FIRSTCUT,DES supernova hex SN-E2 tiling 22
275253,2014/1/18 01:42:40,0:31:29.42,-43:00:22.6,175.0,g,Y1N_FIRSTCUT,DES supernova hex SN-E1 tiling 20
275254,2014/1/18 01:46:03,0:31:29.41,-43:00:22.4,150.0,r,Y1N_FIRSTCUT,DES supernova hex SN-E1 tiling 20
275255,2014/1/18 01:49:03,0:31:29.42,-43:00:22.5,200.0,i,Y1N_FIRSTCUT,DES supernova hex SN-E1 tiling 20
275256,2014/1/18 01:52:51,0:31:29.42,-43:00:22.4,200.0,z,Y1N_FIRSTCUT,DES supernova hex SN-E1 tiling 21
275257,2014/1/18 01:56:41,0:31:29.31,-43:00:27.0,200.0,z,Y1N_FIRSTCUT,DES supernova hex SN-E1 tiling 22
275259,2014/1/18 02:04:05,3:37:07.28,-29:05:23.0,175.0,g,Y1N_FIRSTCUT,DES supernova hex SN-C2 tiling 20
275260,2014/1/18 02:07:29,3:37:07.30,-29:05:22.9,150.0,r,Y1N_FIRSTCUT,DES supernova hex SN-C2 tiling 20
275261,2014/1/18 02:10:29,3:37:07.29,-29:05:22.9,200.0,i,Y1N_FIRSTCUT,DES supernova hex SN-C2 tiling 20
275262,2014/1/18 02:14:18,3:37:07.29,-29:05:22.9,200.0,z,Y1N_FIRSTCUT,DES supernova hex SN-C2 tiling 21
275263,2014/1/18 02:18:07,3:37:07.21,-29:05:27.8,200.0,z,Y1N_FIRSTCUT,DES supernova hex SN-C2 tiling 22
275265,2014/1/18 02:23:40,3:37:06.65,-27:06:42.3,175.0,g,Y1N_FIRSTCUT,DES supernova hex SN-C1 tiling 20
275266,2014/1/18 02:27:03,3:37:06.64,-27:06:42.2,150.0,r,Y1N_FIRSTCUT,DES supernova hex SN-C1 tiling 20
275267,2014/1/18 02:30:03,3:37:06.67,-27:06:42.2,200.0,i,Y1N_FIRSTCUT,DES supernova hex SN-C1 tiling 20
275268,2014/1/18 02:33:54,3:37:06.65,-27:06:42.2,200.0,z,Y1N_FIRSTCUT,DES supernova hex SN-C1 tiling 21
275269,2014/1/18 02:37:45,3:37:06.55,-27:06:46.9,200.0,z,Y1N_FIRSTCUT,DES supernova hex SN-C1 tiling 22
275271,2014/1/18 02:44:02,2:22:38.93,-6:24:27.9,175.0,g,Y1N_FIRSTCUT,DES supernova hex SN-X2 tiling 20
275272,2014/1/18 02:47:27,2:22:38.96,-6:24:27.9,150.0,r,Y1N_FIRSTCUT,DES supernova hex SN-X2 tiling 20
275273,2014/1/18 02:50:29,2:22:38.96,-6:24:27.9,200.0,i,Y1N_FIRSTCUT,DES supernova hex SN-X2 tiling 20
275274,2014/1/18 02:54:18,2:22:38.94,-6:24:27.9,200.0,z,Y1N_FIRSTCUT,DES supernova hex SN-X2 tiling 21
275275,2014/1/18 02:58:08,2:22:38.86,-6:24:32.5,200.0,z,Y1N_FIRSTCUT,DES supernova hex SN-X2 tiling 22
275277,2014/1/18 03:04:55,3:30:36.78,-28:06:08.1,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 75
275278,2014/1/18 03:10:54,3:30:36.80,-28:06:08.0,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 76
275279,2014/1/18 03:16:54,3:30:36.78,-28:06:08.0,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 77
275280,2014/1/18 03:22:52,3:30:36.80,-28:06:08.1,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 78
275281,2014/1/18 03:28:51,3:30:36.70,-28:06:12.9,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 79
275282,2014/1/18 03:34:50,3:30:36.71,-28:06:12.8,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 80
275283,2014/1/18 03:40:53,3:30:36.71,-28:06:12.8,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 81
275284,2014/1/18 03:46:54,3:30:36.72,-28:06:12.8,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 82
275285,2014/1/18 03:52:53,3:30:36.52,-28:06:09.6,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 83
275286,2014/1/18 03:58:54,3:30:36.51,-28:06:09.8,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 84
275287,2014/1/18 04:04:53,3:30:36.52,-28:06:09.7,330.0,z,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 85
275289,2014/1/18 04:12:43,3:30:35.92,-28:05:53.8,360.0,i,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 30
275290,2014/1/18 04:19:11,3:30:35.94,-28:05:53.8,360.0,i,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 31
275291,2014/1/18 04:25:40,3:30:35.84,-28:05:58.4,360.0,i,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 32
275292,2014/1/18 04:32:10,3:30:35.83,-28:05:58.5,360.0,i,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 33
275293,2014/1/18 04:38:38,3:30:35.65,-28:05:55.4,360.0,i,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 34
275295,2014/1/18 04:46:55,3:30:35.04,-28:05:52.5,400.0,r,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 23
275296,2014/1/18 04:54:04,3:30:34.94,-28:05:57.1,400.0,r,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 24
275297,2014/1/18 05:01:15,3:30:34.76,-28:05:54.0,400.0,r,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 25
275370,2014/1/18 06:45:11,7:03:41.66,-37:33:41.7,90.0,i,Y1N_FIRSTCUT,DES survey hex 1071-379 tiling 19
275371,2014/1/18 06:47:31,7:12:00.84,-30:27:37.4,90.0,i,Y1N_FIRSTCUT,DES survey hex 1091-308 tiling 19
275372,2014/1/18 06:49:59,7:03:02.07,-41:37:10.7,90.0,i,Y1N_FIRSTCUT,DES survey hex 1070-420 tiling 19
275373,2014/1/18 06:52:49,7:09:26.04,-64:57:11.3,90.0,i,Y1N_FIRSTCUT,DES survey hex 1096-653 tiling 19
275374,2014/1/18 06:56:33,6:39:02.53,-32:31:16.5,90.0,i,Y1N_FIRSTCUT,DES survey hex 997-318 tiling 18
275375,2014/1/18 06:58:52,6:33:58.16,-42:40:00.2,90.0,i,Y1N_FIRSTCUT,DES survey hex 984-420 tiling 18
275376,2014/1/18 07:00:56,6:49:30.33,-46:43:27.6,90.0,i,Y1N_FIRSTCUT,DES survey hex 1023-461 tiling 18
275377,2014/1/18 07:03:29,6:54:15.41,-57:53:00.0,90.0,i,Y1N_FIRSTCUT,DES survey hex 1035-572 tiling 18
275378,2014/1/18 07:08:23,7:16:32.81,-27:26:56.5,90.0,i,Y1N_FIRSTCUT,DES survey hex 1091-268 tiling 18
275379,2014/1/18 07:11:29,7:06:41.38,-54:50:23.5,90.0,i,Y1N_FIRSTCUT,DES survey hex 1066-542 tiling 18
275380,2014/1/18 07:13:59,6:53:41.81,-40:57:44.7,90.0,i,Y1N_FIRSTCUT,DES survey hex 1049-410 tiling 17
275381,2014/1/18 07:17:05,7:11:01.13,-32:50:48.7,90.0,i,Y1N_FIRSTCUT,DES survey hex 1091-329 tiling 17
275382,2014/1/18 07:19:40,7:01:04.35,-46:02:07.3,90.0,i,Y1N_FIRSTCUT,DES survey hex 1069-461 tiling 17
275383,2014/1/18 07:22:52,7:08:45.57,-59:13:25.0,90.0,i,Y1N_FIRSTCUT,DES survey hex 1094-592 tiling 17
275384,2014/1/18 07:25:43,7:02:32.44,-45:25:38.8,90.0,i,Y1N_FIRSTCUT,DES survey hex 1047-450 tiling 16
275385,2014/1/18 07:28:08,7:19:58.55,-34:27:07.4,90.0,i,Y1N_FIRSTCUT,DES survey hex 1091-349 tiling 15
275386,2014/1/18 07:30:22,7:11:56.15,-41:33:13.9,90.0,i,Y1N_FIRSTCUT,DES survey hex 1070-420 tiling 15
275387,2014/1/18 07:33:12,7:16:59.82,-30:08:43.0,90.0,i,Y1N_FIRSTCUT,DES survey hex 1091-308 tiling 14
275388,2014/1/18 07:35:33,7:10:29.03,-35:07:07.2,90.0,i,Y1N_FIRSTCUT,DES survey hex 1072-359 tiling 13
275389,2014/1/18 07:37:44,7:22:15.26,-40:53:47.4,90.0,i,Y1N_FIRSTCUT,DES survey hex 1092-410 tiling 12
275390,2014/1/18 07:41:07,7:16:53.10,-52:45:51.9,90.0,i,Y1N_FIRSTCUT,DES survey hex 1093-532 tiling 10
275391,2014/1/18 07:45:09,7:14:11.33,-46:34:32.5,90.0,i,Y1N_FIRSTCUT,DES survey hex 1092-471 tiling 6
275392,2014/1/18 07:48:04,7:16:39.30,-40:58:44.9,90.0,i,Y1N_FIRSTCUT,DES survey hex 1092-410 tiling 1
275393,2014/1/18 07:50:03,7:20:53.32,-42:35:09.1,90.0,i,Y1N_FIRSTCUT,DES survey hex 1092-430 tiling 9
275394,2014/1/18 07:52:03,7:20:53.31,-42:35:07.9,90.0,i,Y1N_FIRSTCUT,DES survey hex 1092-430 tiling 9
275395,2014/1/18 07:54:22,7:22:41.30,-48:41:22.7,90.0,i,Y1N_FIRSTCUT,DES survey hex 1092-491 tiling 7
275606,2014/1/19 01:03:06,2:17:54.22,-4:55:53.2,175.0,g,Y1N_FIRSTCUT,DES supernova hex SN-X1 tiling 20
275607,2014/1/19 01:06:29,2:17:54.21,-4:55:53.2,150.0,r,Y1N_FIRSTCUT,DES supernova hex SN-X1 tiling 20
275608,2014/1/19 01:09:28,2:17:54.23,-4:55:53.2,200.0,i,Y1N_FIRSTCUT,DES supernova hex SN-X1 tiling 20
275609,2014/1/19 01:13:18,2:17:54.23,-4:55:53.2,200.0,z,Y1N_FIRSTCUT,DES supernova hex SN-X1 tiling 21
275610,2014/1/19 01:17:07,2:17:54.13,-4:55:57.8,200.0,z,Y1N_FIRSTCUT,DES supernova hex SN-X1 tiling 22
275612,2014/1/19 01:22:56,2:51:16.52,-0:00:08.7,175.0,g,Y1N_FIRSTCUT,DES supernova hex SN-S1 tiling 20
275613,2014/1/19 01:26:21,2:51:16.53,-0:00:08.8,150.0,r,Y1N_FIRSTCUT,DES supernova hex SN-S1 tiling 20
275614,2014/1/19 01:29:20,2:51:16.51,-0:00:08.8,200.0,i,Y1N_FIRSTCUT,DES supernova hex SN-S1 tiling 20
275615,2014/1/19 01:33:10,2:51:16.52,-0:00:08.8,200.0,z,Y1N_FIRSTCUT,DES supernova hex SN-S1 tiling 21
275616,2014/1/19 01:36:58,2:51:16.45,-0:00:13.6,200.0,z,Y1N_FIRSTCUT,DES supernova hex SN-S1 tiling 22
275618,2014/1/19 01:42:46,2:25:48.09,-4:36:08.8,200.0,g,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 23
275619,2014/1/19 01:46:35,2:25:48.02,-4:36:13.6,200.0,g,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 24
275620,2014/1/19 01:50:24,2:25:47.84,-4:36:10.4,200.0,g,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 25
275622,2014/1/19 01:56:49,3:30:35.86,-28:06:11.0,200.0,g,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 23
275623,2014/1/19 02:00:40,3:30:35.75,-28:06:15.8,200.0,g,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 24
275624,2014/1/19 02:04:30,3:30:35.57,-28:06:12.6,200.0,g,Y1N_FIRSTCUT,DES supernova hex SN-C3 tiling 25
275626,2014/1/19 02:10:43,2:25:48.08,-4:36:00.1,360.0,i,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 30
275627,2014/1/19 02:17:14,2:25:48.08,-4:36:00.1,360.0,i,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 31
275628,2014/1/19 02:23:44,2:25:47.99,-4:36:04.7,360.0,i,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 32
275629,2014/1/19 02:30:14,2:25:48.00,-4:36:04.8,360.0,i,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 33
275632,2014/1/19 02:49:25,2:25:47.15,-4:35:51.4,400.0,r,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 23
275633,2014/1/19 02:56:35,2:25:47.06,-4:35:56.0,400.0,r,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 24
275634,2014/1/19 03:03:47,2:25:46.90,-4:35:53.0,400.0,r,Y1N_FIRSTCUT,DES supernova hex SN-X3 tiling 25
275636,2014/1/19 03:14:32,4:49:58.37,-48:19:00.3,90.0,z,Y1N_FIRSTCUT,DES survey hex 724-491 tiling 4
275637,2014/1/19 03:16:40,4:42:35.25,-43:14:40.7,90.0,z,Y1N_FIRSTCUT,DES survey hex 706-440 tiling 4
275705,2014/1/19 04:52:53,5:08:52.49,-40:58:47.4,90.0,z,Y1N_FIRSTCUT,DES survey hex 772-410 tiling 1
275706,2014/1/19 04:54:52,5:14:18.61,-40:47:34.3,90.0,z,Y1N_FIRSTCUT,DES survey hex 793-400 tiling 3
275707,2014/1/19 04:56:53,5:25:48.05,-40:58:47.0,90.0,z,Y1N_FIRSTCUT,DES survey hex 814-410 tiling 1
275708,2014/1/19 04:58:53,5:22:53.17,-41:48:28.3,90.0,z,Y1N_FIRSTCUT,DES survey hex 814-410 tiling 3
275709,2014/1/19 05:00:51,5:17:30.25,-41:59:39.5,90.0,z,Y1N_FIRSTCUT,DES survey hex 794-420 tiling 1
