expnum,date,ra,dec,exptime,band,tag,object
179343,2013/2/20 00:38:44,5:09:51.27,-59:35:26.3,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_77-60 tiling 230
179344,2013/2/20 00:40:45,5:09:51.20,-59:35:26.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_77-60 tiling 230
179346,2013/2/20 00:44:02,5:16:11.75,-59:27:35.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_81-60 tiling 239
179347,2013/2/20 00:46:02,5:16:11.67,-59:27:35.4,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_81-60 tiling 239
179349,2013/2/20 00:49:15,5:15:28.02,-59:09:01.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_77-60 tiling 235
179350,2013/2/20 00:51:13,5:15:27.94,-59:09:01.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_77-60 tiling 235
179352,2013/2/20 00:54:28,5:19:32.51,-59:06:42.0,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_81-60 tiling 231
179354,2013/2/20 00:57:45,5:10:51.41,-58:54:05.8,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_77-60 tiling 234
179355,2013/2/20 00:59:44,5:10:51.37,-58:54:06.0,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_77-60 tiling 234
179357,2013/2/20 01:02:58,5:12:47.67,-58:48:07.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_77-60 tiling 233
179358,2013/2/20 01:04:57,5:12:47.62,-58:48:07.9,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_77-60 tiling 233
179360,2013/2/20 01:08:12,5:17:00.83,-58:30:12.0,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-58 tiling 238
179361,2013/2/20 01:10:12,5:17:00.72,-58:30:12.4,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-58 tiling 238
179362,2013/2/20 01:12:12,5:21:32.93,-58:01:36.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_83-58 tiling 237
179363,2013/2/20 01:14:18,5:08:16.22,-57:57:44.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_76-58 tiling 236
179365,2013/2/20 01:17:39,5:21:44.47,-58:13:16.9,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-58 tiling 236
179367,2013/2/20 01:20:53,5:21:33.09,-58:01:36.9,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_83-58 tiling 237
179369,2013/2/20 01:24:12,5:08:16.30,-57:57:44.8,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_76-58 tiling 236
179371,2013/2/20 01:27:32,5:16:38.68,-57:49:51.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-58 tiling 230
179372,2013/2/20 01:29:32,5:16:38.61,-57:49:51.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-58 tiling 230
179374,2013/2/20 01:32:50,5:08:06.58,-57:48:51.9,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-58 tiling 237
179375,2013/2/20 01:34:50,5:08:06.47,-57:48:51.8,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-58 tiling 237
179377,2013/2/20 01:38:06,5:11:06.28,-57:29:20.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_76-58 tiling 232
179378,2013/2/20 01:40:05,5:11:06.21,-57:29:21.0,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_76-58 tiling 232
179380,2013/2/20 01:43:25,5:09:38.04,-57:27:25.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-58 tiling 239
179381,2013/2/20 01:45:23,5:09:37.98,-57:27:25.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-58 tiling 239
179383,2013/2/20 01:48:44,5:22:00.16,-57:23:27.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-58 tiling 235
179384,2013/2/20 01:50:43,5:22:00.10,-57:23:27.2,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-58 tiling 235
179386,2013/2/20 01:53:56,5:17:36.99,-57:08:31.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-58 tiling 234
179387,2013/2/20 01:55:55,5:17:36.91,-57:08:31.7,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-58 tiling 234
179389,2013/2/20 01:59:11,5:08:32.49,-57:07:55.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_76-58 tiling 235
179390,2013/2/20 02:01:10,5:08:32.46,-57:07:55.2,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_76-58 tiling 235
179392,2013/2/20 02:04:26,5:12:48.05,-57:06:33.0,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-58 tiling 231
179393,2013/2/20 02:06:26,5:12:48.00,-57:06:32.9,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-58 tiling 231
179395,2013/2/20 02:09:43,5:19:28.19,-57:02:34.1,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-58 tiling 233
179396,2013/2/20 02:11:43,5:19:28.15,-57:02:34.2,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-58 tiling 233
179398,2013/2/20 02:15:03,5:06:01.05,-56:47:01.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_76-58 tiling 233
179399,2013/2/20 02:17:02,5:06:01.00,-56:47:01.8,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_76-58 tiling 233
179401,2013/2/20 02:20:16,5:10:21.34,-56:32:58.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_77-56 tiling 238
179402,2013/2/20 02:22:16,5:10:21.28,-56:32:58.8,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_77-56 tiling 238
179404,2013/2/20 02:25:33,5:14:50.28,-56:16:03.9,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_77-56 tiling 236
179405,2013/2/20 02:27:33,5:14:50.20,-56:16:04.0,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_77-56 tiling 236
179407,2013/2/20 02:30:47,5:15:01.11,-56:05:26.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_81-56 tiling 237
179408,2013/2/20 02:32:45,5:15:01.08,-56:05:26.9,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_81-56 tiling 237
179410,2013/2/20 02:36:04,5:10:00.33,-55:52:38.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_77-56 tiling 230
179411,2013/2/20 02:38:04,5:10:00.28,-55:52:38.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_77-56 tiling 230
179413,2013/2/20 02:41:25,5:17:32.12,-55:47:40.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_77-56 tiling 232
179414,2013/2/20 02:43:25,5:17:32.07,-55:47:40.4,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_77-56 tiling 232
179416,2013/2/20 02:46:41,5:16:28.11,-55:44:00.4,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_81-56 tiling 239
179417,2013/2/20 02:48:39,5:16:28.07,-55:44:00.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_81-56 tiling 239
179419,2013/2/20 02:52:00,5:04:23.16,-55:31:14.4,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_74-56 tiling 232
179420,2013/2/20 02:53:59,5:04:23.08,-55:31:14.6,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_74-56 tiling 232
179422,2013/2/20 02:57:18,5:15:04.71,-55:26:14.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_77-56 tiling 235
179423,2013/2/20 02:59:18,5:15:04.66,-55:26:14.3,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_77-56 tiling 235
179425,2013/2/20 03:02:34,5:19:29.03,-55:23:07.4,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_81-56 tiling 231
179426,2013/2/20 03:04:33,5:19:28.95,-55:23:07.4,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_81-56 tiling 231
179428,2013/2/20 03:07:49,5:10:54.82,-55:11:18.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_77-56 tiling 234
179429,2013/2/20 03:09:47,5:10:54.82,-55:11:18.8,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_77-56 tiling 234
179431,2013/2/20 03:13:01,5:06:19.75,-55:09:19.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_77-56 tiling 231
179432,2013/2/20 03:15:00,5:06:19.71,-55:09:19.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_77-56 tiling 231
179434,2013/2/20 03:18:18,5:12:40.09,-55:05:20.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_77-56 tiling 233
179435,2013/2/20 03:20:16,5:12:40.08,-55:05:20.4,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_77-56 tiling 233
179437,2013/2/20 03:23:29,5:16:50.43,-54:52:53.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-54 tiling 238
179438,2013/2/20 03:25:27,5:16:50.38,-54:52:53.6,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-54 tiling 238
179440,2013/2/20 03:28:47,5:03:58.83,-54:38:06.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_76-54 tiling 238
179441,2013/2/20 03:30:45,5:03:58.77,-54:38:06.9,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_76-54 tiling 238
179443,2013/2/20 03:34:00,5:08:15.03,-54:21:11.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_76-54 tiling 236
179444,2013/2/20 03:35:59,5:08:14.97,-54:21:11.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_76-54 tiling 236
179446,2013/2/20 03:39:19,5:16:30.19,-54:12:32.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-54 tiling 230
179447,2013/2/20 03:41:17,5:16:30.15,-54:12:32.7,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-54 tiling 230
179449,2013/2/20 03:44:34,5:08:44.06,-54:11:32.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-54 tiling 237
179450,2013/2/20 03:46:32,5:08:44.00,-54:11:32.7,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-54 tiling 237
179452,2013/2/20 03:49:54,5:03:39.73,-53:57:45.8,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_76-54 tiling 230
179453,2013/2/20 03:51:55,5:03:39.71,-53:57:46.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_76-54 tiling 230
179455,2013/2/20 03:55:15,5:10:50.54,-53:52:47.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_76-54 tiling 232
179456,2013/2/20 03:57:12,5:10:50.49,-53:52:47.4,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_76-54 tiling 232
179458,2013/2/20 04:00:26,5:10:06.82,-53:50:05.8,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-54 tiling 239
179459,2013/2/20 04:02:24,5:10:06.80,-53:50:05.9,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-54 tiling 239
179461,2013/2/20 04:05:36,5:08:30.19,-53:31:20.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_76-54 tiling 235
179462,2013/2/20 04:07:35,5:08:30.15,-53:31:20.4,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_76-54 tiling 235
179464,2013/2/20 04:10:54,5:12:59.24,-53:29:11.9,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-54 tiling 231
179465,2013/2/20 04:12:53,5:12:59.22,-53:29:12.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_79-54 tiling 231
179467,2013/2/20 04:17:13,5:30:23.32,-64:13:18.3,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_81-64 tiling 236
179468,2013/2/20 04:19:15,5:33:47.26,-63:44:54.0,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_81-64 tiling 232
179469,2013/2/20 04:21:13,5:30:13.20,-63:39:51.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_85-64 tiling 239
179470,2013/2/20 04:23:29,5:56:43.43,-63:23:58.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_88-64 tiling 233
179471,2013/2/20 04:25:43,5:39:53.74,-63:20:57.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_85-64 tiling 234
179472,2013/2/20 04:27:45,5:34:03.76,-63:18:57.9,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_85-64 tiling 231
179473,2013/2/20 04:29:50,5:42:07.64,-63:14:58.9,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_85-64 tiling 233
179474,2013/2/20 04:32:02,5:59:55.78,-62:51:44.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_90-62 tiling 238
179475,2013/2/20 04:34:13,5:45:40.19,-62:44:36.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_86-62 tiling 238
179477,2013/2/20 04:40:47,10:00:33.87,2:12:18.7,300.0,z,SVA1_FINALCUT,COSMOS
179478,2013/2/20 04:46:15,10:00:47.66,2:08:05.8,300.0,z,SVA1_FINALCUT,COSMOS
179856,2013/2/21 00:59:46,5:01:55.76,-52:28:06.0,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_74-52 tiling 236
179857,2013/2/21 01:01:54,4:45:22.82,-52:26:55.4,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_71-52 tiling 238
179858,2013/2/21 01:03:57,4:51:25.63,-51:42:13.6,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_74-52 tiling 239
179860,2013/2/21 01:07:08,4:51:53.48,-51:41:35.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_71-52 tiling 232
179862,2013/2/21 01:10:36,4:46:27.61,-49:03:30.1,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_72-48 tiling 238
179863,2013/2/21 01:12:36,4:50:14.29,-48:46:34.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_72-48 tiling 236
179864,2013/2/21 01:14:41,4:58:08.12,-48:40:33.4,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_75-49 tiling 230
179865,2013/2/21 01:16:42,4:51:14.41,-48:39:33.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_75-49 tiling 237
179866,2013/2/21 01:18:41,4:46:10.12,-48:23:08.9,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_72-48 tiling 230
179867,2013/2/21 01:20:50,5:01:56.38,-52:28:07.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_74-52 tiling 236
179868,2013/2/21 01:22:58,4:52:31.99,-48:18:11.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_72-48 tiling 232
179869,2013/2/21 01:24:56,4:52:27.40,-48:18:07.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_75-49 tiling 239
179870,2013/2/21 01:26:59,4:58:54.79,-47:59:12.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_75-49 tiling 234
179872,2013/2/21 01:30:14,4:55:00.11,-47:57:13.8,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_75-49 tiling 231
179873,2013/2/21 01:32:12,4:55:00.07,-47:57:14.0,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_75-49 tiling 231
179875,2013/2/21 01:35:25,4:50:28.06,-47:56:44.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_72-48 tiling 235
179877,2013/2/21 01:38:44,5:00:24.68,-47:53:15.0,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_75-49 tiling 233
179878,2013/2/21 01:40:43,5:00:24.62,-47:53:15.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_75-49 tiling 233
179880,2013/2/21 01:44:05,4:46:56.36,-47:41:49.0,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_72-48 tiling 234
179882,2013/2/21 01:47:26,4:43:02.99,-47:39:50.1,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_72-48 tiling 231
179883,2013/2/21 01:49:34,4:48:25.82,-47:35:51.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_72-48 tiling 233
179884,2013/2/21 01:51:33,4:48:25.78,-47:35:51.0,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_72-48 tiling 233
179886,2013/2/21 01:54:49,4:52:50.10,-47:32:37.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_73-47 tiling 238
179887,2013/2/21 01:56:48,4:52:50.05,-47:32:37.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_73-47 tiling 238
179889,2013/2/21 02:00:03,4:56:30.11,-47:15:42.3,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_73-47 tiling 236
179890,2013/2/21 02:02:04,4:57:37.70,-47:07:19.3,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_76-47 tiling 237
179892,2013/2/21 02:05:31,4:52:33.03,-46:52:16.9,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_73-47 tiling 230
179893,2013/2/21 02:07:30,4:52:32.98,-46:52:16.7,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_73-47 tiling 230
179895,2013/2/21 02:10:43,4:45:53.44,-46:51:17.4,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_73-47 tiling 237
179896,2013/2/21 02:12:41,4:45:53.39,-46:51:17.6,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_73-47 tiling 237
179898,2013/2/21 02:16:00,4:58:43.97,-46:47:18.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_73-47 tiling 232
179900,2013/2/21 02:19:15,4:58:48.37,-46:45:52.9,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_76-47 tiling 239
179902,2013/2/21 02:22:30,5:01:16.67,-46:24:59.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_76-47 tiling 231
179903,2013/2/21 02:24:29,5:01:16.60,-46:24:59.7,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_76-47 tiling 231
179904,2013/2/21 02:26:36,4:45:00.63,-46:07:40.0,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_70-47 tiling 235
179905,2013/2/21 02:28:35,4:45:00.58,-46:07:40.3,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_70-47 tiling 235
179907,2013/2/21 02:31:45,4:47:28.34,-45:45:07.8,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_72-45 tiling 238
179908,2013/2/21 02:33:43,4:47:28.29,-45:45:08.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_72-45 tiling 238
179910,2013/2/21 02:36:55,4:51:01.36,-45:28:12.8,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_72-45 tiling 236
179911,2013/2/21 02:38:54,4:51:01.32,-45:28:13.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_72-45 tiling 236
179913,2013/2/21 02:42:10,4:58:42.41,-45:21:40.2,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_75-45 tiling 230
179915,2013/2/21 02:45:26,4:52:13.52,-45:20:40.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_75-45 tiling 237
179916,2013/2/21 02:47:25,4:52:13.48,-45:20:40.8,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_75-45 tiling 237
179918,2013/2/21 02:50:38,4:47:11.71,-45:04:47.1,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_72-45 tiling 230
179919,2013/2/21 02:52:38,4:47:11.69,-45:04:47.0,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_72-45 tiling 230
179921,2013/2/21 02:55:56,4:53:10.81,-44:59:48.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_72-45 tiling 232
179922,2013/2/21 02:57:56,4:53:10.79,-44:59:48.7,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_72-45 tiling 232
179924,2013/2/21 03:01:10,4:53:21.66,-44:59:13.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_75-45 tiling 239
179925,2013/2/21 03:03:08,4:53:21.63,-44:59:14.0,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_75-45 tiling 239
179927,2013/2/21 03:06:21,4:51:14.31,-44:38:22.0,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_72-45 tiling 235
179928,2013/2/21 03:08:19,4:51:14.26,-44:38:22.0,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_72-45 tiling 235
179930,2013/2/21 03:11:35,4:55:45.05,-44:38:20.4,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_75-45 tiling 231
179931,2013/2/21 03:13:35,4:55:45.02,-44:38:20.4,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_75-45 tiling 231
179933,2013/2/21 03:16:53,4:47:55.05,-44:23:26.0,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_72-45 tiling 234
179934,2013/2/21 03:18:53,4:47:55.01,-44:23:26.3,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_72-45 tiling 234
179936,2013/2/21 03:22:08,4:49:19.28,-44:17:27.8,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_72-45 tiling 233
179937,2013/2/21 03:24:08,4:49:19.24,-44:17:28.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_72-45 tiling 233
179939,2013/2/21 03:28:38,5:51:00.01,-62:27:38.1,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_86-62 tiling 236
179940,2013/2/21 03:30:38,5:49:41.88,-62:10:21.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_90-62 tiling 237
179941,2013/2/21 03:32:40,5:45:11.88,-62:04:12.4,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_86-62 tiling 230
179942,2013/2/21 03:34:44,5:51:15.25,-61:37:47.4,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_86-62 tiling 235
179943,2013/2/21 03:36:56,5:25:44.43,-61:35:19.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_79-62 tiling 232
179944,2013/2/21 03:39:03,5:37:00.70,-61:27:25.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_83-62 tiling 235
179945,2013/2/21 03:41:08,5:46:16.81,-61:22:52.0,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_86-62 tiling 234
179946,2013/2/21 03:43:07,5:46:16.76,-61:22:52.1,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_86-62 tiling 234
179948,2013/2/21 03:46:22,5:40:48.93,-61:20:52.8,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_86-62 tiling 231
179949,2013/2/21 03:48:26,5:48:22.18,-61:16:53.8,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_86-62 tiling 233
179951,2013/2/21 03:51:49,5:32:03.83,-61:12:29.9,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_83-62 tiling 234
179952,2013/2/21 03:53:50,5:26:37.87,-61:10:30.9,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_83-62 tiling 231
179953,2013/2/21 03:55:53,5:34:08.64,-61:06:32.0,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_83-62 tiling 233
179954,2013/2/21 03:57:53,5:37:54.17,-60:41:59.8,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_84-60 tiling 238
179955,2013/2/21 03:59:55,5:42:56.67,-60:25:04.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_84-60 tiling 236
179956,2013/2/21 04:01:53,5:42:56.61,-60:25:05.2,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_84-60 tiling 236
179958,2013/2/21 04:05:06,5:42:15.93,-60:09:17.9,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_88-60 tiling 237
179959,2013/2/21 04:07:06,5:42:15.90,-60:09:18.2,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_88-60 tiling 237
179961,2013/2/21 04:10:21,5:45:57.63,-59:56:43.3,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_84-60 tiling 232
179962,2013/2/21 04:12:19,5:45:57.62,-59:56:43.4,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_84-60 tiling 232
179964,2013/2/21 04:15:34,5:43:54.26,-59:47:50.8,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_88-60 tiling 239
179965,2013/2/21 04:17:35,5:47:17.09,-59:26:57.9,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_88-60 tiling 231
179966,2013/2/21 04:19:42,6:00:33.20,-61:30:04.1,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_90-62 tiling 234
179967,2013/2/21 04:21:40,6:02:39.11,-61:24:05.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_90-62 tiling 233
179971,2013/2/21 04:33:34,10:00:40.11,2:12:43.2,300.0,z,SVA1_FINALCUT,COSMOS
179972,2013/2/21 04:39:02,10:00:41.64,2:11:10.1,300.0,z,SVA1_FINALCUT,COSMOS
179973,2013/2/21 04:44:31,10:00:14.01,2:14:58.7,300.0,z,SVA1_FINALCUT,COSMOS
179974,2013/2/21 04:50:03,10:00:33.45,2:07:44.5,300.0,z,SVA1_FINALCUT,COSMOS
179975,2013/2/21 04:55:33,10:00:18.28,2:15:47.2,300.0,z,SVA1_FINALCUT,COSMOS
180489,2013/2/22 00:40:10,5:28:21.35,-60:00:38.4,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_84-60 tiling 237
180490,2013/2/22 00:42:19,5:43:51.82,-59:47:47.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_88-60 tiling 239
180492,2013/2/22 00:45:40,5:32:01.09,-59:45:03.3,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_81-60 tiling 232
180493,2013/2/22 00:47:48,5:43:09.27,-59:35:13.3,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_84-60 tiling 235
180494,2013/2/22 00:49:48,5:43:09.19,-59:35:13.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_84-60 tiling 235
180497,2013/2/22 00:54:23,5:38:29.13,-59:20:17.7,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_84-60 tiling 234
180498,2013/2/22 00:56:24,5:33:21.25,-59:18:18.6,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_84-60 tiling 231
180499,2013/2/22 00:58:30,5:40:27.96,-59:14:19.5,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_84-60 tiling 233
180500,2013/2/22 01:00:28,5:40:27.67,-59:14:19.5,90.0,z,SVA1_FINALCUT,DES east_commish hex east_commish_84-60 tiling 233
180502,2013/2/22 01:03:52,5:24:38.47,-59:08:41.3,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_81-60 tiling 234
180504,2013/2/22 01:07:05,5:26:35.56,-59:02:43.2,90.0,i,SVA1_FINALCUT,DES east_commish hex east_commish_81-60 tiling 233
